company_name;website;sector;country;revenue_euros
Quinns of Baltinglass;www.quinns.ie;Agriculture/Farming/Forestry;Ireland;100M to 150M
Qvantel Oy;www.qvantel.com;IT Technology;Finland;40M to 50M
Rademaker BV.;www.rademaker.com;Manufacturing & Engineering;Netherlands;100M to 150M
Rafaut;www.rafaut.fr;Aviation Services;France;40M to 50M
Railston;www.railston.com;Design;United Kingdom;40M to 50M
Ramponi;www.ramponisas.net;Manufacturing;Italy;20M to 30M
Ratschiller's;www.ratschillers.de;Food & Drink;Germany;20M to 30M
Raumedic;www.raumedic.com;Pharmaceutical/Science;Germany;100M to 150M
Raytec Vision;www.raytecvision.com;Machining;Italy;20M to 30M
Reaktor;www.reaktor.com;IT Technology;Finland;40M to 50M
Real SA;www.realsa.com.pl;Food & Drink;Poland;50M to 75M
Regatta Ltd;www.regatta.com;Clothing;United Kingdom;150M to 250M
Reiss;www.reiss.com;Retail;United Kingdom;150M to 250M
Remedica Ltd;www.remedica.eu;Pharmaceutical/Science;Cyprus;50M to 75M
Renson;www.renson.be;Manufacturing & Engineering;Belgium;50M to 75M
Retis Solutions ;www.retis-solutions.com;Facilities Services;France;20M to 30M
Rhea Group;www.rheagroup.com;IT Technology;Belgium;20M to 30M
Rhubarb Food;www.rhubarb.co.uk;Food & Drink;United Kingdom;50M to 75M
Rhumveld Winter & Konijn B.V.;www.rhumveld.com;Wholesale;Netherlands;75M to 100M
Riberalves;www.riberalves.pt;Food & Drink;Portugal;100M to 150M
Ricci Alimentari;www.riccialimentari.com;Food & Drink;Italy;20M to 30M
RIDA Ambiente;www.ridambiente.it;Environmental Services;Italy;50M to 75M
Rieckermann;www.rieckermann.com;Engineering;Germany;150M to 250M
Riedel;www.riedel.net;Technology;Germany;75M to 100M
Righini Industrie ;www.righini.com;Manufacturing;France;40M to 50M
Rika;www.rika.at;Manufacturing;Austria;30M to 40M
Riwal Group;www.riwal.com;Machining;Netherlands;40M to 50M
RJ Mcleod;www.rjmcleod.co.uk;Construction/Property;United Kingdom;150M to 250M
Rockabill;www.rockabill.ie;Wholesale;Ireland;20M to 30M
Roleski SP J;republikaroleski.pl;Food & Drink;Poland;50M to 75M
Roman Originals;www.romanoriginals.co.uk;Retail;United Kingdom;50M to 75M
Romaqua Group Borsec;www.romaqua-group.ro;Food & Drink;Romania;150M to 250M
Rörvikshus Sweden AB;www.rorvikshus.se;Construction/Property;Sweden;20M to 30M
ROTAREX;www.rotarex.com;Manufacturing;Luxembourg;20M to 30M
Rouveen Kaasspecialiteiten;www.rouveen-kaasspecialiteiten.nl;Food & Drink;Netherlands;20M to 30M
ROWE;www.rowe-mineraloel.com;Manufacturing;Germany;100M to 150M
Royal;www.royal.es;Agriculture/Farming/Forestry;Spain;100M to 150M
RP2 Holdings;www.rp2-global.com;Marketing;United Kingdom;50M to 75M
Russells Construction;www.russells-construction.co.uk;Construction/Property;United Kingdom;75M to 100M
RZB;www.rzb.de;Manufacturing;Germany;100M to 150M
S&A Group;www.sagroup.global;Agriculture/Farming/Forestry;United Kingdom;75M to 100M
S.D.C. BUILDERS LIMITED;www.sdc.co.uk;Construction/Property;United Kingdom;150M to 250M
Saaremaa Piimatööstus;www.saarejuust.ee;Food & Drink;Estonia;20M to 30M
Safilin ;www.safilin.com;Textiles;France;20M to 30M
Sahara AV Solutions;www.saharaav.com;Manufacturing;United Kingdom;50M to 75M
Salus;www.salus.de;Health;Germany;100M to 150M
Salvo Grima Group;www.salvogrima.com;Wholesale;Malta;20M to 30M
Samaro;www.samaro.fr;Chemicals;France;20M to 30M
Samoa;www.samoadivani.com;Manufacturing;Italy;20M to 30M
Sampol;www.sampol.com;Engineering;Spain;75M to 100M
Sandman Group;www.sandman.ee;Wholesale;Estonia;75M to 100M
Sanner;www.sanner-group.com;Packaging Facilities;Germany;50M to 75M
Santens Groep;www.santens.be;Wholesale;Belgium;40M to 50M
SAS International;www.sasint.co.uk;Manufacturing;United Kingdom;100M to 150M
SATEC Group;www.satec.es;IT Technology;Spain;75M to 100M
Satoriz;www.satoriz.fr;Food & Drink;France;30M to 40M
SC Diana SRL;www.diana.com.ro;Food & Drink;Romania;50M to 75M
SCA LIMDOR ;www.limdor.eu;Agriculture/Farming/Forestry;France;20M to 30M
Scan;www.scan.co.uk;Retail;United Kingdom;100M to 150M
SCE;www.sce.be;Manufacturing;Belgium;20M to 30M
Schade + Sohn;www.schadeundsohn.de;Construction/Property;Germany;30M to 40M
Schell;www.schell.eu;Manufacturing;Germany;75M to 100M
Schenk Tanktransport;www.schenk-tanktransport.com;Logistics;Netherlands;75M to 100M
Scheucher;www.scheucherparkett.at;Retail;Austria;40M to 50M
Schleifenbaum;www.ladenbau-schleifenbaum.com;Design;Germany;20M to 30M
Schmitt + Sohn Aufzüge;www.schmitt-aufzuege.de;Manufacturing & Engineering;Germany;40M to 50M
Schneider;www.schneider-om.com;Manufacturing;Germany;100M to 150M
SCHÖLLY;www.schoelly.de;Pharmaceutical/Science;Germany;100M to 150M
Scholz;www.scholz-htik.de;Manufacturing;Germany;30M to 40M
Schulz Systemtechnik;www.schulz.st;Manufacturing;Germany;50M to 75M
Schuon;www.schuon.com;Logistics;Germany;40M to 50M
Schütte;www.schuette.de;Manufacturing;Germany;100M to 150M
Scientific Laboratory Supplies Ltd.;www.scientificlabs.co.uk;Pharmaceutical/Science;United Kingdom;40M to 50M
Scolmore International Limited;www.scolmore.com;Design & Manufacturing;United Kingdom;50M to 75M
Scottish Import Finefood;www.scottish-import.de;Wholesale;Germany;30M to 40M
Seasalt Ltd;www.seasaltcornwall.co.uk;Clothing (manufacturing);United Kingdom;40M to 50M
Seedtech;www.arvumgroup.ie;Agriculture/Farming/Forestry;Ireland;20M to 30M
Seepex;www.seepex.com;Manufacturing;Germany;100M to 150M
SEFI;www.sefitransmission.fr;Wholesale;France;100M to 150M
Sellick Partnership;www.sellickpartnership.co.uk;Employment services;United Kingdom;40M to 50M
Semilab;www.semilab.hu;Manufacturing & Engineering;Hungary;40M to 50M
Sensor-Technik Wiedemann ;www.stw-mobile-machines.com;Electronics;Germany;50M to 75M
Seprolec;www.seprolec.fr;Electronics;France;30M to 40M
SERWISTAL Sp. z o.o.;www.serwistal.pl;Manufacturing;Poland;100M to 150M
Sevilla Fútbol Club SAD;www.sevillafc.es;Consumer Services;Spain;100M to 150M
SGS;www.sgs.co.uk;Logistics;United Kingdom;50M to 75M
SHD System - House - Dresden;www.shd-online.de;IT Technology;Germany;30M to 40M
Shiner;www.shiner.co.uk;Clothing (Manufacturing);United Kingdom;40M to 50M
SIC Marking;www.sic-marking.fr;Manufacturing & Engineering;France;20M to 30M
Sievin Jalkine Oy;www.sievi.com;Manufacturing;Finland;50M to 75M
Sigmatek;www.sigmatek-automation.com;Electronics;Austria;50M to 75M
SIIM - Societe International d'Importation ;siim.net;Wholesale;France;75M to 100M
Silvasti;www.silvasti.com;Transportation;Finland;20M to 30M
Silverstone AB;www.silverstone.se;Import/Export;Sweden;20M to 30M
Simoldes Plásticos;www.simoldes.com;Motor Vehicle Retail;Portugal;75M to 100M
Simplicity Marketing Ltd ;www.simplicity-marketing.co.uk;Marketing;United Kingdom;40M to 50M
Simply Sparkling;www.simplysparkling.be;Manufacturing;Belgium;50M to 75M
Sioux Embedded Systems BV ;www.sioux.eu;IT Technology;Netherlands;20M to 30M
SKAZA D.O.O;www.skaza.si;Manufacturing;Slovenia;30M to 40M
SKD;www.skd-bojkovice.cz;Manufacturing & Engineering;Czech Republic;30M to 40M
SK-PSD Group;www.p-sdco.com;Wholesale;Bulgaria ;30M to 40M
Slam Jam;www.slamjam.com;Clothing;Italy;40M to 50M
Smet;www.smet.be;Food & Drink;Belgium;20M to 30M
Snack Connection BV.;www.snack-connection.nl;Wholesale;Netherlands;75M to 100M
Socarenam ;www.socarenam.fr;Manufacturing;France;50M to 75M
Socrate;www.socrateonline.it;Wholesale;Italy;20M to 30M
Socrep;www.socrep.it;Wholesale;Italy;20M to 30M
SoCura;www.socura.de;Business Services;Germany;20M to 30M
Sogrape Vinhos, SA;www.sograpevinhos.com;Food & Drink;Portugal;100M to 150M
Sokoa;www.sokoa.com;Manufacturing;France;75M to 100M
Solipac;www.solipac.fr;Wholesale;France;20M to 30M
Solutec;www.solutec.fr;IT Technology;France;50M to 75M
SOLVIS DOO;www.solvis.hr;Energy;Croatia ;30M to 40M
Sommer;www.sommer.eu;Electronics;Germany;75M to 100M
SOURSOS S.A.;www.soursos.gr;Food & Drink;Greece;20M to 30M
Space & Time Media Ltd;www.spaceandtime.co.uk;Professional Services;United Kingdom;75M to 100M
Spazio Maltempi;www.spaziomaltempi.com;Clothing;Italy;30M to 40M
SQS Group Ltd ;www.sqsltd.co.uk;IT Technology;United Kingdom;50M to 75M
SSI Group;www.ssi.cz;Professional Services;Czech Republic;20M to 30M
St. Nicolaus ;www.stn-trade.sk;Food & Drink;Slovakia;75M to 100M
Standard-Metallwerke;www.standard-metall.de;Manufacturing;Germany;50M to 75M
Stanglwirt ;www.stanglwirt.com;Travel/Leisure;Austria;30M to 40M
Steam'O;www.steamo.fr;Facilities Services;France;20M to 30M
STEINEL;www.steinel-professional.de;Electronics;Germany;150M to 250M
Stengel ;www.stengel-gmbh.de;Manufacturing;Germany;50M to 75M
Stenvalls Trä AB;www.stenvalls.se;Manufacturing;Sweden;100M to 150M
Sticks 'n' Sushi;www.sushi.dk;Food & Drink;Denmark;40M to 50M
Stöber ;www.stoeber.de;Manufacturing;Germany;100M to 150M
Story Homes;www.storyhomes.co.uk;Construction/Property;United Kingdom;150M to 250M
Straub Verpackugen;www.straub-verpackungen.de;Packaging Facilities;Germany;100M to 150M
Ströck;www.stroeck.at;Food & Drink;Austria;40M to 50M
Sunrise Medical Ltd;www.sunrisemedical.co.uk;Manufacturing;United Kingdom;40M to 50M
Supermac's;www.supermacs.ie;Food & Drink;Ireland;100M to 150M
Supermercados El Jámon;www.supermercadoseljamon.com;Food & Drink;Spain;150M to 250M
Swyx;www.swyx.com;IT Technology;Germany;30M to 40M
T & T Design;www.ttdesign.be;Retail;Belgium;20M to 30M
T&K Gallagher Ltd;www.gallagherltd.co.uk;Utilities;United Kingdom;50M to 75M
TAI Solutions;www.taisolutions.com;IT Technology;Italy;75M to 100M
TeamWork;www.teamwork.net;Business Services;France;20M to 30M
TECE;www.tece.com/en;Manufacturing & Engineering;Germany;150M to 250M
technetix;en-gb.technetix.com;Technology;United Kingdom;100M to 150M
Tecno-Gaz;www.tecnogaz.com;Manufacturing;Italy;20M to 30M
Tecno-Gru;www.tecno-gru.it;Engineering;Italy;30M to 40M
Tecnomatic;www.tecnomatic.it;Machining;Italy;20M to 30M
Tecofi;www.tecofi.fr;Manufacturing;France;30M to 40M
TelemaxX;www.telemaxx.de;IT Technology;Germany;30M to 40M
Templetuohy Farm Machinery ;www.tfmltd.com;Retail;Ireland;30M to 40M
Terran Tetocserep Gyarto KFT;www.terranteto.hu;Construction/Property;Hungary;20M to 30M
Terranova ;www.terranovasoftware.eu;IT Technology;Italy;20M to 30M
Terre de Lin;www.terredelin.com;Textiles;France;100M to 150M
terStal;www.terstal.nl;Retail;Netherlands;50M to 75M
Texla Industri AB;www.texla.se;Manufacturing;Sweden;10M to 20M
TFP SP Z.O.O. ;www.tfp.com.pl;Manufacturing;Poland;100M to 150M
The Bridge;www.thebridgebio.com;Food & Drink;Italy;30M to 40M
The Goodwood Estate;www.goodwood.com;Consumer Services;United Kingdom;50M to 75M
The Morrisroe Group;www.morrisroe.co.uk;Construction/Property;United Kingdom;150M to 250M
Thomas Johnstone Ltd ;www.tjl.com;Construction/Property;United Kingdom;50M to 75M
"T'HOOFT 
drukprojecten";www.thooft.be;Manufacturing;Belgium;20M to 30M
Timpson;www.timpson.co.uk;Consumer Services;United Kingdom;150M to 250M
Titan Gate JSC;www.titangate.com;Technology;Bulgaria ;20M to 30M
Tithebarn Limited;www.tithebarn.co.uk;Food & Drink;United Kingdom;40M to 50M
TM Technology AD;www.tm-technology.bg;Manufacturing;Bulgaria ;20M to 30M
TOMLINSON;www.gftomlinson.co.uk;Construction/Property;United Kingdom;100M to 150M
Toureen Group Ltd;www.toureengroup.co.uk;Construction/Property;United Kingdom;75M to 100M
Tozzi Green;www.tozzigreen.com;Green energy;Italy;30M to 40M
Traiteur de Paris;www.traiteurdeparis.fr;Food & Drink;France;30M to 40M
Transport Deplacements Services;www.groupe-tds.com;Transportation;France;30M to 40M
Transports de Savoie;www.transportsdesavoie.fr;Logistics;France;30M to 40M
Tratter Engineering;www.trattereng.com;Manufacturing;Italy;30M to 40M
Travaglini;www.travaglini.it;Manufacturing;Italy;40M to 50M
Travel Counsellors Ltd ;www.travelcounsellors.co.uk;Travel/Leisure;United Kingdom;150M to 250M
TravelTrex;www.traveltrex.com;Travel/Leisure;Germany;40M to 50M
Tribù;www.tribu.com;Manufacturing;Belgium;20M to 30M
TRICOR;www.tricor-verpackungen.de;Packaging Facilities;Germany;150M to 250M
Truckland BV;www.truckland.nl;Motor vehicle retail;Netherlands;75M to 100M
TÜNKERS ;www.tuenkers.de;Engineering;Germany;150M to 250M
UAB Juodeliai ;"www.juodeliai.com
www.juodeliai.lt
www.juodeliai.eu";Manufacturing;Lithuania;30M to 40M
Unicar;www.unicar-yale.it;Wholesale;Italy;20M to 30M
UniEléctricia Energía, SA;www.unielectrica.com;Energy;Spain;75M to 100M
Uniplan;www.uniplan.com;Professional Services;Germany;100M to 150M
United Caps;www.unitedcaps.com;Packaging Facilities;Luxembourg;30M to 40M
Ursapharm;www.ursapharm.de;Pharmaceutical/Science;Germany;100M to 150M
UTT Europe KFT ;www.utteam.com;Retail;Hungary;30M to 40M
Va.Pa.;www.vapasrl.com;Wholesale;Italy;30M to 40M
Valipile d.o.o.;www.valipile.hr;Agriculture/Farming/Forestry;Croatia ;20M to 30M
VASSALLO BUILDERS LIMITED;www.vbgl.com;Construction/Property;Malta;20M to 30M
VCHD Cargo a.s.;www.vchd.cz;Transportation;Czech Republic;20M to 30M
Vegro;www.vegro.nl;Health;Netherlands;30M to 40M
Veisto Oy;www.hewsaw.com;Manufacturing;Finland;40M to 50M
Velier;www.velier.it;Food & Drink;Italy;50M to 75M
Velox ;www.velox.com;Chemicals;Germany;150M to 250M
VELVE SIA;www.velve.lv;Engineering;Latvia;30M to 40M
Verla-Pharm;www.verla.de;Pharmaceutical/Science;Germany;50M to 75M
Vets Now;www.vets-now.com;Veterinary Services;United Kingdom;40M to 50M
Vichy Catalan;www.vichycatalan.com;Food & Drink;Spain;100M to 150M
Vidal;www.vidal.es;Food & Drink;Spain;75M to 100M
Viljandi;www.vau.ee;Manufacturing;Estonia;50M to 75M
Vinicola Mauri;www.vinicolamauri.it;Food & Drink;Italy;30M to 40M
Virto Group;www.virto.es;Food & Drink;Spain;250M+
Vision Support Services;www.visionsupportservices.com/;Wholesale;United Kingdom;40M to 50M
Vistatec;www.vistatec.com;Business Services;Ireland;20M to 30M
VITABIOTICS;www.vitabiotics.com;Health;United Kingdom;100M to 150M
Vitamin Well AB;www.vitaminwell.se;Food & Drink;Sweden;40M to 50M
Vitronic;www.vitronic.de;Technology;Germany;150M to 250M
Vizeum;www.vizeum.fi;Marketing;Finland;40M to 50M
Vogel-Bauer;www.vogel-bauer.de;Manufacturing;Germany;50M to 75M
Volatys;www.volatys.com;Food & Drink;France;20M to 30M
Vopi-4, S.A. ;www.vopi4.com;Construction/Property;Spain;75M to 100M
VOYAGES EMILE WEBER SARL;www.voyages-weber.lu;Services;Luxembourg;100M to 150M
VR46 Racing Apparel;www.vr46racing.it;Retail;Italy;20M to 30M
VSB Group;www.vsb.energy;Energy;Germany;50M to 75M
V-TAC Europe Ltd;www.v-tac.bg;Wholesale;Bulgaria ;75M to 100M
Wachtel;www.wachtel.de;Manufacturing & Engineering;Germany;30M to 40M
Wafios;www.wafios.com;Manufacturing & Engineering;Germany;150M to 250M
Waldner Technologie Medicali;www.waldner.co;Professional Services;Italy;30M to 40M
Walters;www.walters-uk.co.uk;Construction/Property;United Kingdom;50M to 75M
"Wasabi
sushi & bento";www.wasabi.uk.com;Food & Drink;United Kingdom;100M to 150M
WasteCare;www.wastecare.co.uk;Environmental services;United Kingdom;40M to 50M
Waterdrinker Aalsmeer B.V. ;www.waterdrinker.nl;Consumer Services;Netherlands;150M to 250M
Wayand;www.wayand.de;Manufacturing;Germany;50M to 75M
we are social;www.wearesocial.com;Media;United Kingdom;50M to 75M
Wedge Group Galvanizing Ltd;www.wedge-galv.co.uk;Construction/Property;United Kingdom;150M to 250M
Weihele-Holz;www.weihele-holz.de;Wholesale;Germany;20M to 30M
Weinrich;www.weinrich-chocolates.com;Food & Drink;Germany;100M to 150M
West Point Construction LTD;westpoint-construction.co.uk;Construction/Property;United Kingdom;40M to 50M
Western Building Systems Ltd;www.westernbuild.com;Construction/Property;United Kingdom;50M to 75M
What More UK Ltd ;www.whatmoreuk.com;Manufacturing;United Kingdom;50M to 75M
Whitemeadow Furniture;www.whitemeadow.com;Design & Manufacturing;United Kingdom;50M to 75M
Wicke;www.wicke.com;Manufacturing;Germany;100M to 150M
Wiegand;www.wiegand-tec.de;Manufacturing & Engineering;Germany;50M to 75M
Wiha;www.wiha.com;Manufacturing;Germany;75M to 100M
Wilcom BV;www.wilco.nl;Business Services;Netherlands;40M to 50M
Wilkhahn ;www.wilkhahn.com;Manufacturing;Germany;75M to 100M
WILLIAMS TRADE SUPPLIES LTD;www.williams.uk.com;Wholesale;United Kingdom;75M to 100M
Wincrantz Byggnads AB;www.wincrantzbygg.se;Construction/Property;Sweden;20M to 30M
Windmill Organics Ltd;www.windmillorganics.com;Food & Drink;United Kingdom;50M to 75M
WINI;www.wini.de;Manufacturing;Germany;30M to 40M
Winning Moves;www.winningmoves.co.uk;Consumer Services;United Kingdom;40M to 50M
WJ Group Ltd ;www.wj.uk;Facilities Services;United Kingdom;50M to 75M
World Trade;www.world-trade.be;Food & Drink;Belgium;30M to 40M
Xeretec;www.xeretec.co.uk;Business Services;United Kingdom;50M to 75M
Ymer Technology AB;www.ymer.com;Manufacturing & Engineering;Sweden;50M to 75M
YOU;www.you.fr;Manufacturing;France;20M to 30M
Your World Recruitment Group;www.yourworldrecruitmentgroup.com;Employment Services;United Kingdom;100M to 150M
Z+M Group;www.zmgroup.cz;Technology;Czech Republic;40M to 50M
Zalaco;www.zalaco.hu;Food & Drink;Hungary;10M to 20M
Zamora Company;www.zamoracompany.com;Food & Drink;Spain;100M to 150M
Zecchetti;www.zecchetti.it;Manufacturing;Italy;50M to 75M
Zener;www.zener.es;Telecommunications;Spain;100M to 150M
Zenkia Group ;www.zenika.com;IT Technology;France;20M to 30M
Ziaja Ltd Zaklad Produkcji Lekow Sp Z O O  ;ziaja.com;Pharmaceutical/Science;Poland;50M to 75M
Zimmermann;www.f-zimmermann.com;Machining;Germany;40M to 50M
Zippe;www.zippe.de;Manufacturing & Engineering;Germany;40M to 50M
Zlatarna Celje d.o.o.;www.zlatarnacelje.si;Retail;Slovenia;40M to 50M
ZT Bielmar SP Z.O.O.;www.bielmar.pl;Food & Drink;Poland;50M to 75M
