,Unnamed: 0,name,title,company_ticker,source
175,175,Ms. Anne Frances Mersereau,"VP of HR, Diversity, Equity & Inclusion",POR,yahoo
176,176,Dr. Tammy Chuprevich,Sr. VP of Operations,BFAM,yahoo
177,177,Ms. Elyse Lorenzato CPA,Director of Investor Relations,MSA,yahoo
178,178,Mr. Colin Goheen,Pres of Battlefield Equipment Rentals,TMTNF,yahoo
179,179,Mr. John Carter McFarland,VP of Customer Solutions & Chief Customer Officer,POR,yahoo
180,180,Mark Deasy,Director of PR & Strategic Communications,MSA,yahoo
181,181,Mr. Jason R. Janoff,Chief Accounting Officer,BFAM,yahoo
182,182,Ms. Nora E. Arkonovich,Corp. Sec.,POR,yahoo
183,183,Michael Flanagan,Sr. Director of Investor Relations,BFAM,yahoo
184,184,Mr. David B. McArthur,VP of Global Marketing & Chief Customer Officer,MSA,yahoo
185,185,Christopher Liddle,Controller & Assistant Treasurer,POR,yahoo
186,186,Mr. Timothy James Mattke,CEO & Director,MTG,yahoo
187,187,Ilene Serpa,VP of Communications,BFAM,yahoo
188,188,Mr. Salvatore Antonino Miosi,Pres & COO,MTG,yahoo
189,189,"Mr. Chi Keung To ACGI, B.Sc., BSc, M.B.A., MBA",Exec. Chairman,HCM,yahoo
190,190,Mr. Danroy T. Henry Sr.,Chief Culture Officer,BFAM,yahoo
191,191,Mr. Nathaniel Howe Colson,Exec. VP & CFO,MTG,yahoo
192,192,"Mr. Christian Hogg B.Sc., BSc, M.B.A., MBA",CEO & Exec. Director,HCM,yahoo
193,193,Mr. Stefan Rudolf Fuchs,Chairman of Exec. Board & CEO,FUPBY,yahoo
194,194,Mr. Hua Li,"Founder, Chairman & CEO",FUTU,yahoo
195,195,Mr. Tomer Bar-Zeev,"Co-Founder, Chairman & CEO",IS,yahoo
196,196,Ms. Paula Christine Maggio,"Exec. VP, Gen. Counsel & Sec.",MTG,yahoo
197,197,Mr. Andrew T. Harding MBA,"MD, CEO & Director",AZNNY,yahoo
198,198,"Mr. Johnny Cheng C.A., BEc, CA",CFO & Exec. Director,HCM,yahoo
199,199,Ms. Dagmar Steinert,CFO & Member of Exec. Board,FUPBY,yahoo
200,200,Mr. Yu Chen,Chief Financial Officer,FUTU,yahoo
201,201,Mr. Masahiro Otake,"Chairman, CEO & Corp. Officer",KOTMY,yahoo
202,202,Mr. Arnon Harish,"Co-Founder, Pres & Director",IS,yahoo
203,203,Mr. George Lippiatt,CFO & Group Exec. Strategy,AZNNY,yahoo
204,204,"Dr. Weiguo Su B.Sc., Ph.D.","Chief Scientific Officer, Exec. VP & Exec. Director",HCM,yahoo
205,205,Mr. James Jeffrey Hughes,Exec. VP of Sales & Bus. Devel. - Mortgage Guaranty Insurance Corp.,MTG,yahoo
206,206,Dr. Ralph Rheinboldt,Head of EMEA & Member of Exec. Board,FUPBY,yahoo
207,207,Mr. Daniel Yuan,Chief of Staff & Head of Investor Relations,FUTU,yahoo
208,208,Dr. Lutz Lindemann,CTO & Member of the Exec. Board,FUPBY,yahoo
209,209,"Ms. Edith Shih C.S., CGP, FCS, M.A., P.E., BSE, MA, EdM, Solicito",Company Sec. & Non-Exec. Director,HCM,yahoo
210,210,Ms. Ching-Yee Joey Poon,Head of Compliance,FUTU,yahoo
211,211,Ms. Pam Bains,Group Exec. Network,AZNNY,yahoo
212,212,Mr. Ralph Lauren,Exec. Chairman & Chief Creative Officer,RL,yahoo
213,213,Mr. Takashi Ohtake,Sr. Adviser & Director,KOTMY,yahoo
214,214,Ms. Julie Kay Sperber,"VP, Controller & Chief Accounting Officer",MTG,yahoo
215,215,Mr. Michiaki Kato,"Pres, COO & Director",KOTMY,yahoo
216,216,Mr. Patrice Jean Louis Louvet,"Pres, CEO & Director",RL,yahoo
217,217,Mr. Katsuyuki Kusakawa,"SMD of Engg. Headquarters Planning, Compliance, Cost Admin., Mobility Strategy Dept., & Director",KOTMY,yahoo
218,218,Dr. Timo Reister,"Head of Asia-Pacific, North & South America and Member of Exec. Board",FUPBY,yahoo
219,219,Mr. Li Xu,Sr. VP,FUTU,yahoo
220,220,Mr. Amir Aghdaei,"Pres, CEO & Director",NVST,yahoo
221,221,Mr. Ed McKeiver,Group Exec. of Coal,AZNNY,yahoo
222,222,Mr. Tamir Carmi,Co-Founder & COO,IS,yahoo
223,223,Mr. Michael J. Zimmerman,Sr. VP of Investor Relations,MTG,yahoo
224,224,Mr. David Lauren,"Vice Chairman, Chief Innovation Officer & Strategic Advisor to the CEO",RL,yahoo
225,225,Mr. Howard H. Yu,Sr. VP & CFO,NVST,yahoo
226,226,Mr. Lutz Ackermann,Head of Investor Relations,FUPBY,yahoo
227,227,Mr. Yuji Yokoya,Adviser,KOTMY,yahoo
228,228,Dr. Karen Atkin,Exec. VP & COO,HCM,yahoo
229,229,Mr. Christopher L. Vagg,Head of Investor Relations & Group Treasurer,AZNNY,yahoo
230,230,Mr. Eyal Milrad,"Co-Founder, Chief Strategy Officer & Director",IS,yahoo
231,231,Ms. Annette M. Adams,Sr. VP & Chief HR Officer,MTG,yahoo
232,232,Ms. Jane Hamilton Nielsen,CFO & COO,RL,yahoo
233,233,Mr. Jun Toyota,Sr. Managing Director & Director,KOTMY,yahoo
234,234,Mr. Mark E. Nance,"Sr. VP, Gen. Counsel & Sec.",NVST,yahoo
235,235,Mr. David Wenck,"Head of Legal, Group Gen. Counsel & Company Sec.",AZNNY,yahoo
236,236,Mr. Mark Lee,Sr. VP of Corp. Fin. & Devel.,HCM,yahoo
237,237,Mr. Alf Untersteller,"Head of Turkey, Middle East, Central Asia & Africa",FUPBY,yahoo
238,238,Mr. Nathan Ryan Abramowski,VP & Treasurer,MTG,yahoo
239,239,Mr. Omer Kaplan,Co-Founder & Chief Revenue Officer,IS,yahoo
240,240,Mr. Andrew Howard Smith,Exec. VP & Chief Commercial Officer,RL,yahoo
241,241,Mr. Kenji Arima,"Exec. VP of Engg. Headquarters Mobility Strategy Dept., Research & Dev. and Director",KOTMY,yahoo
242,242,Mr. Klaus Hartig,Head of East Asia,FUPBY,yahoo
243,243,Mark Hairsine,Mang. of Media & Communications,AZNNY,yahoo
244,244,Mr. Richard Paul McKenney,"Pres, CEO & Director",UNM,yahoo
245,245,Mr. Charles Nixon,Group Gen. Counsel,HCM,yahoo
246,246,Ms. Janet M. Sherlock,Chief Information Officer,RL,yahoo
247,247,Mr. Hideharu Konagaya,"Sr. MD of Fin. & Accounting Headquarters, Purchasing Dept and Director",KOTMY,yahoo
248,248,Brian M. Remington,VP & Assistant Sec.,MTG,yahoo
249,249,James Coe,Mang. of Market Intelligence & Sustainability,AZNNY,yahoo
250,250,Mr. Jean-Claude E. Kyrillos,Sr. VP and Pres of KaVo & DTX,NVST,yahoo
251,251,Mr. Bernhard Biehl,Head of LUBRITECH Division,FUPBY,yahoo
252,252,Mr. Assaf Ben-Ami CPA,Chief Financial Officer,IS,yahoo
253,253,Mr. Steven Andrew Zabel,Exec. VP & CFO,UNM,yahoo
254,254,Mr. Andrew Shih,Sr. VP of HR - Organization & Leadership Devel.,HCM,yahoo
255,255,Mr. Patrik Eriksson,Sr. VP & Pres of Nobel Biocare,NVST,yahoo
256,256,Mr. Daniel Amir,VP of Investor Relations,IS,yahoo
257,257,Ms. Naomi Wecker,Additional & Deputy Company Sec.,AZNNY,yahoo
258,258,Mr. Man Cho,Pres & Exec. Director,SHPMY,yahoo
259,259,Mr. Michael Quinn Simonds,Exec. VP & COO,UNM,yahoo
260,260,Mr. Reiner Schmidt,"Head of Fin., Controlling & Investor Relations",FUPBY,yahoo
261,261,Mr. Masami Uchiyama,"Sr. MD of Prod Headquarters Logistics, Safety Env, Control, Electronics Products Dept & Director",KOTMY,yahoo
262,262,Dr. May Wang,Sr. VP of Bus. Devel. & Strategic Alliances,HCM,yahoo
263,263,Ms. Corinna Van der Ghinst,VP of Investor Relations,RL,yahoo
264,264,Kari-Lyn Moore,VP & Chief Accounting Officer,NVST,yahoo
265,265,Mr. Bo Shen,"CFO, VP, Head of the Accounting Department & Exec. Director",SHPMY,yahoo
266,266,Ms. Dalia Litay,Gen. Counsel,IS,yahoo
267,267,Lowana Riddiford,Warehouse Logistics Coordinator,AZNNY,yahoo
268,268,"Ms. Lisa Gonzalez Iglesias CPA, J.D.",Exec. VP & Gen. Counsel,UNM,yahoo
269,269,Mr. Yongzhong Li,VP & Exec. Director,SHPMY,yahoo
270,270,Mr. Atsushi Inoue,Managing Corp. Officer Corp. Planning Department Gen. Affairs Department & Director,KOTMY,yahoo
271,271,Mr. John C. Moten,VP of Investor Relations,NVST,yahoo
272,272,Mr. Avery S. Fischer,"Exec. VP, Gen. Counsel & Sec.",RL,yahoo
273,273,Mr. Timothy Gerald Arnold,Exec. VP of Voluntary Benefits & Pres of Colonial Life,UNM,yahoo
274,274,Ms. Mellisa Zeloof,VP of Marketing,IS,yahoo
275,275,Dr. Jinzhu Chen Ph.D.,"VP, Sec. of Board & Joint Company Sec.",SHPMY,yahoo
276,276,Mr. Mischa M. Reis,Sr. VP of Strategy & Corp. Devel.,NVST,yahoo
277,277,"Ms. Martha Davies Leiper C.F.A., CFA",Exec. VP & Chief Investment Officer,UNM,yahoo
278,278,Mr. Jonathan Bottomley,Chief Marketing Officer,RL,yahoo
279,279,Ms. Cherie Antoinette Pashley,Sr. VP & Chief Accounting Officer,UNM,yahoo
280,280,Ms. Dana Primo Gershon,VP of People,IS,yahoo
281,281,Roseann Lynch,Exec. VP and Chief People & Global Human Rights Officer,RL,yahoo
282,282,Mr. Puneet Bhasin,Exec. VP and Chief Information & Digital Officer,UNM,yahoo
283,283,Mr. Curt W. Bludworth,Sr. VP & Chief HR Officer,NVST,yahoo
284,284,Mr. Haoliang Gu,VP,SHPMY,yahoo
285,285,Mr. Thomas A. H. White,Sr. VP of Investor Relations,UNM,yahoo
286,286,Mr. Filippo Impieri,Sr. VP of Special Markets,NVST,yahoo
287,287,Mr. Yaohua Zhang,VP,SHPMY,yahoo
288,288,Ms. Elizabeth A. Claire Ahmed,Exec. VP of People & Communication,UNM,yahoo
289,289,Mr. John Fieldly,"Pres, CEO & Chairman",CELH,yahoo
290,290,Ms. Shui Bing Leung A.C.S.,Joint Company Sec.,SHPMY,yahoo
291,291,Mr. Edwin F. Negron-Carballo,Chief Financial Officer,CELH,yahoo
292,292,Jinqi Yu,Gen. Mang.,SHPMY,yahoo
293,293,Ms. Sandy Telsaint,VP of Operations,CELH,yahoo
294,294,Ying Ke,Director & Gen. Mang. of R&D Management Center,SHPMY,yahoo
295,295,Mr. Paul Storey,Sr. VP of Operations,CELH,yahoo
296,296,Mr. Cameron Donahue,Investor Relations,CELH,yahoo
297,297,Mr. Marcus Sandifer,"VP of Bus. & Legal Affairs, Gen. Counsel and Corp. Sec.",CELH,yahoo
298,298,Ms. Kyle Watson,VP of Marketing,CELH,yahoo
299,299,Mr. Thorsten Brandt,Sr. VP of Global Marketing,CELH,yahoo
300,300,Mr. James D. Rollins III,Chairman & CEO,CADE,yahoo
301,301,Ms. Nancy C. Southern,Exec. Chair & CEO,CDUAF,yahoo
302,302,Mr. Todd A. Adams,"Pres, CEO & Chairman",ZWS,yahoo
303,303,Mr. Dekang Gao,"Founder, Chairman, Pres & CEO",BSDGF,yahoo
304,304,Mr. Jon McKillop,Exec. VP of Sales for North America,CELH,yahoo
305,305,Mr. Christopher A. Bagley,Pres,CADE,yahoo
306,306,Sir Martin S. Sorrell,Exec. Chairman,SCPPF,yahoo
307,307,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,CDUAF,yahoo
308,308,Dr. Rathian Srimongkol M.D.,"CEO, Pres & Director",KGTHY,yahoo
309,309,Mr. Mark W. Peterson,Sr. VP & CFO,ZWS,yahoo
310,310,Ms. Dong Mei,Exec. Pres & Exec. Director,BSDGF,yahoo
311,311,Mr. Ronnie Char,Managing Director of Asia,CELH,yahoo
312,312,Mr. Brian P. Shkrobot,Exec. VP & CFO,CDUAF,yahoo
313,313,Mr. Charles J. Pignuolo,Chief Legal Officer,CADE,yahoo
